CFU/mL,Sensor2,Sensor1,Sensor3
1.0,-65.5,-183.78,-68.34
1.0,-50.57,-150.23,-64.37
5.042742739440418,-42.03522911570639,-138.37652616413075,-59.95844533758274
5.432388264971798,-43.77187141612247,-140.4480366823986,-59.54365639450258
5.458564703460015,-42.75354812257466,-138.92496292914615,-58.59395247339172
5.6594539817245,-43.64229126850379,-141.21060113831945,-59.333876824777064
5.7241434519051655,-43.498534565011404,-139.9309297050374,-59.01866533476955
5.863255480721426,-42.32138297055435,-140.25300982159465,-59.03341296604809
5.922804628337429,-42.470459277791086,-140.22743095933765,-59.0851613629896
6.109228212613084,-42.91414765467905,-139.8301894504725,-58.64048791321307
6.220823535943118,-43.53457296161122,-138.39371901318947,-59.8987008076892
6.443986266597805,-41.43489300327633,-142.28516375732522,-59.1182310246926
10.0,-35.58,-128.55,-54.39
40.854027012655514,-31.259562119743997,-121.78104561288906,-45.66266221952989
42.54163727349308,-29.825648314350573,-121.68766372756944,-45.81261418705723
44.358340552968706,-30.18804904308257,-120.83406132809829,-45.261746195652854
44.829805969261685,-30.780566952093572,-122.13864702516847,-45.59950099079148
45.12783857591894,-30.128213340293925,-121.37372226354793,-45.42735084329732
45.85730828455525,-30.29955920611131,-122.10652805300109,-45.360005123120885
46.649475703406814,-30.605147050458125,-121.69834514017236,-44.842592906278746
48.78626219345939,-29.875544221171562,-121.3392485218916,-44.99187247433361
50.420201063917844,-30.622596860900597,-121.40728874039057,-45.705019268959674
51.539200276725495,-30.70045690199644,-121.16992284010541,-46.01022202451545
80.0,-25.25,-115.18,-36.27
357.2784107513479,-22.831913166518895,-113.4362993005443,-33.778625506829506
361.1796524000183,-22.383692519404534,-113.7388533356766,-34.24906729315871
361.43670394722693,-23.217124486335255,-113.67538628445261,-33.55341957153158
371.01208909606504,-22.8164730671685,-113.49735057273594,-33.656403848770836
371.02623944160314,-23.060152456305694,-113.96902041189442,-33.45186741717215
393.29049935203034,-22.967642831912173,-113.54075192296388,-33.951174771692685
397.8669066473447,-22.823501414582132,-113.85541672369386,-33.53662814993745
405.3732954016244,-22.800307691564377,-113.83949732408428,-33.456403490688764
419.270288317488,-22.810828267304018,-113.96314048097332,-33.57650290158947
426.52032880711,-22.943960912271336,-113.61109717799812,-33.498837890676825
700.0,-20.62,-112.206,-31.24
1676.9394311535566,-20.093310891568937,-111.00526922604152,-29.546348311798823
1685.83413501316,-20.18094877006735,-111.20668515081711,-29.221795400370258
