CFU/mL,Sensor2,Sensor1,Sensor3
1.0,-69.56,167.0,-67.8
1.0,-68.8,166.657,-56.36
8.586204810559805,-68.55025108764549,165.7124980740538,-55.602523654070076
8.616819390270456,-68.60578053610516,165.83123001193096,-55.599303689617905
9.262188965943258,-68.57906136493344,165.6927268447247,-54.935989146143655
9.7186914774804,-68.60357887439632,165.75222527591345,-55.79029331926521
10.470098621878085,-68.57006912929677,166.0802289918331,-55.16231435983745
10.659549971509852,-68.55049449840861,165.99305465382,-55.634385879098886
12.815560590415034,-68.54161211810712,165.9571668014927,-55.340780308586204
13.194068489153597,-68.65246417213513,166.08735368215906,-55.594387004832846
14.17104469629473,-68.4939910563198,165.89086144198572,-55.68250880436315
15.34645533107184,-68.46099564980048,165.9323076515698,-55.49582996418242
20.0,-68.3,165.0,-54.59
34.78582077355462,-68.20529859346566,164.89218448276102,-54.59
36.30937098726486,-68.17513538880387,164.8654905654483,-54.59
38.80239019023047,-68.13141996985614,164.8876729961928,-54.59
40.50013409944027,-68.1182563197918,164.9385488460295,-54.59
40.83999079174566,-68.18078013489172,164.88616954028856,-54.59
41.53842906143734,-68.12090163032663,164.83720529748027,-54.59
43.949356905376206,-68.13661969580187,164.8787779537299,-54.59
45.331184966873074,-68.25283755804249,164.88704163569258,-54.59
46.286760515529,-68.1873916264175,164.92004841460516,-54.59
46.808425130976694,-68.15683414319801,164.8973777157505,-54.59
60.0,-68.0,164.78,-54.59
95.02730021454134,-67.42144848865559,164.54338321080274,-55.63735967700243
106.09311506208125,-67.57993538791047,164.6489227923234,-55.70311468234077
110.90498539867343,-67.27608094432252,164.57778411842796,-55.56784528094158
111.03918029386851,-67.25519872377788,164.7007434422664,-55.920333203935385
113.99934357572334,-67.32011665937803,164.64473144914962,-55.44727583893498
116.91883395199108,-67.50545544452059,164.61375211983946,-55.495658893963316
117.53808233122905,-67.10358538368148,164.66757094062956,-55.85774244102152
117.81208978935473,-67.13081353510873,164.6649410432218,-55.75112739671863
122.90085357337638,-67.56576871604422,164.68862950369345,-55.51180032252573
124.92603394652778,-67.29777918408627,164.6384715105706,-55.13302224171915
160.0,-66.8,164.52,-56.61
316.5263751940688,-65.23347717859684,164.50527225682237,-42.34757680426546
427.561181088777,-66.04915243149105,164.4714554341549,-46.29771725203801
450.4935584665518,-65.63695701356957,164.48121818799206,-47.866728748914724
