CFU/mL,Sensor2,Sensor1,Sensor3
1.0,45.31,-131.26,-69.0
1.0,35.203,-137.72,-34.81
13.637743850608803,19.088046916481993,-145.88573729262907,-31.749422048823465
13.708414234901749,22.59182516578419,-146.79574566847168,-32.66954265690939
15.140099274075784,14.668603769637222,-148.95326705885313,-31.75917634981072
15.543201169492797,19.321963255345494,-151.70576388340228,-32.379182886599274
15.999741672406557,23.104322450726443,-154.40331005549717,-31.794813783464548
19.413162549852398,23.699751714681483,-148.63948584403684,-32.05609945217275
20.14661952794817,19.632459597977054,-152.29196157957497,-31.73600039040866
23.550725449204784,17.51384506107192,-144.55817046594777,-31.883087952934417
25.644818455200834,14.16740254796506,-149.39516289794295,-31.878396417339754
28.74837633922917,24.518068985171848,-149.89078908663,-31.204540653063727
40.0,6.0,-161.09,-28.53
74.2164072332535,5.497737241169069,-214.346434722411,-27.179906089083328
79.58563387317876,5.353899890609832,-218.75096180164928,-27.483186219956803
101.17202095273562,5.567675095928307,-218.05737660797493,-27.410682673188195
102.83863446557393,5.4973120000179945,-216.33030432511913,-27.22817107620209
110.27879126014369,5.529839350913512,-199.44675330365365,-27.666790501801344
114.46994588085522,5.524946247703567,-203.70470126777008,-27.30636478354399
115.86816087916503,5.555550032656989,-189.28854051717252,-27.10772553195357
123.95319973227201,5.735521740194412,-195.71302415561973,-28.16577261983658
127.13381657588879,5.468464736115515,-204.90506298693202,-27.191060518270668
128.32247005192352,5.526501077045084,-202.5224138482921,-27.761401419081878
180.0,5.0,-255.28,-26.12
268.33915711323107,4.692080721213841,-253.4070899094692,-24.781637721392936
275.911795254374,4.115067449338176,-254.3681062087988,-25.209427296358506
277.460759762951,3.9777215522260847,-254.13722212959112,-25.20566376659776
298.5428804091279,3.8719734391572547,-253.77588748835808,-23.44647149786316
320.9897297269703,3.3095060347386784,-252.44438890879724,-24.55328520033629
332.83386159225995,3.906510120905753,-253.89154322471657,-24.207622852655525
337.3241147893803,3.9225275730835882,-254.26181795827392,-24.706678022110435
349.3727713850045,3.5175437751048677,-253.6420337675762,-24.10270340124159
353.61137679576944,4.053405060578422,-253.62508575793825,-24.112748679129353
364.61617906543904,3.8076670430743653,-253.76613670634825,-24.520082569863348
490.0,3.0,-252.281,-22.08
1531.9077374371577,6.307095422771341,-256.8430823726756,-21.188852231523143
1933.35631506255,5.787954021733135,-257.83457495332686,-21.154775240778065
2206.106851199488,4.832450436456546,-256.7110805923143,-21.51864397928966
2374.604598582693,5.145824814041024,-256.54631798010087,-21.509599718948472
2484.1582295494854,6.649324938234939,-258.17149630719007,-21.504448991444292
2633.2276654952807,5.880930183748489,-257.3508514409465,-21.157336724186777
2825.7087544735778,6.310766243691388,-257.925896525475,-21.396605154376235
3072.177645774,5.449202150473005,-258.08585793241906,-21.34026094009948
3104.7454729933556,5.676962767309714,-255.37544280316482,-21.632283889140066
3321.3191972553127,5.087394306592639,-257.53889713193433,-21.386394637085615
4920.0,8.0,-261.07,-20.61
19826.136308728826,10.152082255273223,-265.2044988037123,-13.111480052779253
