CFU/mL,Sensor2,Sensor1,Sensor3
1.0,-69.56,167.0,-67.8
1.0,-68.8,166.657,-56.36
6.357102005023167,-68.56034013709822,165.4859883770992,-55.20767053305581
8.134421181690652,-68.61959571898078,165.3450275653107,-55.32293980874396
8.689653797743459,-68.54955682378743,165.6046428526531,-55.60985672530243
9.69612880452265,-68.51667750982675,165.3909830552914,-55.43432468798646
10.007395151204443,-68.50242865544296,166.2157996652399,-55.31143274025609
11.03111180273272,-68.54428093322636,165.79650809640074,-55.4949690868061
11.670009215633156,-68.53291984103183,165.73529709005317,-55.46085476579202
11.743449558392706,-68.5344879114752,166.24749922313396,-56.09665162459456
11.834847281176268,-68.51655865499482,165.59160022407946,-55.50570502416282
14.548228975133876,-68.54784598970784,165.62179753978813,-55.61339815508477
20.0,-68.3,165.0,-54.59
33.561564283352155,-68.09796665642811,164.85580828276323,-54.59
34.38434596547757,-68.14762883420373,164.84993744072833,-54.59
38.200078990163185,-68.15310948320715,164.96237420820867,-54.59
38.201715926847555,-68.10559128588733,164.9107946279802,-54.59
39.84120207973571,-68.16534582256614,164.87929603772994,-54.59
39.84602297237792,-68.15667707184711,164.91377596918684,-54.59
44.88117564896243,-68.12607548173803,164.92960620209908,-54.59
47.88208263384059,-68.16975333869587,164.86742707001932,-54.59
49.14705849038074,-68.18201737662372,164.9032767776062,-54.59
51.823797929183264,-68.22846579524716,164.88083739557806,-54.59
60.0,-68.0,164.78,-54.59
93.26891537680753,-67.27831306726534,164.6241353748009,-55.573558336428164
100.67691962587259,-67.31444075691597,164.6621151125207,-55.69570543870003
100.7156354120339,-67.51586414233643,164.69513186460932,-55.08679487376782
115.04453139927828,-67.46903525338796,164.58622556888002,-55.38256800554809
115.06239264277903,-67.48554960049765,164.68214849825125,-55.806562382802774
116.74527789974843,-67.62590107297557,164.60469549714898,-55.556704409603064
116.8413787954585,-67.43510831379389,164.65757185411468,-55.421838716728345
119.49577547117306,-67.50422007772364,164.68530128853257,-55.467270619898265
125.58336043138218,-67.35895422305803,164.611271931778,-55.938307839984326
142.52255033544253,-67.60539916553826,164.65619208558724,-55.33852401375452
160.0,-66.8,164.52,-56.61
362.59217005831954,-65.87833883700335,164.45734773115066,-46.72462705540228
410.6858115682261,-65.52808296354007,164.48495512805152,-43.385411778459115
424.27263242967115,-65.89259946132086,164.4768812321912,-48.570877669422174
