CFU/mL,Sensor2,Sensor1,Sensor3
1.0,-65.5,-183.78,-68.34
1.0,-50.57,-150.23,-64.37
4.483297026359478,-42.70732612043589,-136.7965925239668,-59.45741943707345
4.824628990953641,-41.82303837291312,-137.7411509360436,-58.65716167917391
4.867011780344782,-41.951290781399386,-141.14882829196972,-59.26477581221251
5.112972637182959,-42.12113452476849,-138.94641000968159,-59.36557654552973
5.52176389542117,-42.477302303250475,-138.3152088512143,-59.812693500734134
5.5236865896156715,-42.379395060532644,-138.97009446328502,-59.10001726503294
5.568390699724906,-42.868212862278256,-140.72136215556796,-58.89519305398873
5.893528006277227,-42.57986017968025,-140.76759722046788,-58.822679030525784
6.174031008374845,-44.372115980746,-138.6592907066733,-58.72685456010348
6.286698247918964,-43.32782744135472,-140.53507261718124,-59.32682287722349
10.0,-35.58,-128.55,-54.39
39.76794984007954,-29.24550432019484,-121.52498845267893,-44.389464663944565
41.64589496696512,-31.046398086408416,-121.15479598088699,-45.063152747566285
41.73415833652942,-30.334956168527725,-121.84485359680878,-45.71599211929464
44.13384232613998,-31.071048385454233,-120.34442270392208,-46.41115004070199
47.15509248843331,-30.25496396471622,-122.28072725588099,-46.76686406897998
47.44163234872548,-30.580446456391293,-122.33994111576087,-45.674659166482385
47.74384486404187,-30.80237797852844,-120.92779212682098,-44.82931010801836
48.316278762258214,-29.897179530005193,-122.10549747550868,-46.142333966592915
48.99709737168189,-30.59454994117822,-121.2475434388552,-45.23399621144938
52.87947565474407,-30.122777791341328,-121.6240967427538,-44.296087790750576
80.0,-25.25,-115.18,-36.27
327.8077565636002,-22.972307712353363,-113.96305993451472,-33.72122382858997
350.4755051755667,-22.785400502235294,-113.33940365701828,-33.91467413323209
357.3117235197234,-22.902325091230587,-113.84338236101057,-33.748856634271846
365.1189956470253,-23.335557780780256,-113.84322649111718,-33.522290456196146
380.6623155268454,-22.73213857161858,-113.40146840963033,-33.77548086581091
382.55463180919514,-23.24649917873231,-113.80496520509563,-34.14114268993414
384.18612142571067,-22.479200554226484,-113.53995290814511,-34.175694642325595
418.3949086346133,-22.934420317025175,-113.74699964398998,-33.42951274863638
427.4052092821918,-23.106385536170052,-114.00035612372557,-33.59080126269497
433.9068575551636,-23.198474569326947,-113.69769555683342,-33.55475743996945
700.0,-20.62,-112.206,-31.24
1787.3272253445687,-20.123011788546787,-110.97866392196374,-29.141048172046748
1827.3998202511777,-20.157772224751092,-111.10444780191885,-29.233073777879316
