CFU/mL,Sensor2,Sensor1,Sensor3,Label
2880000.0,-36.7,80.43,102.4,3
288000.0,-53.4,109.723,73.8,3
28800.0,-60.1,139.061,28.14,3
2880.0,-62.8,161.443,25.4,3
800.0,-64.7,164.42,-36.2,3
160.0,-66.8,164.52,-56.61,3
60.0,-68.0,164.78,-54.59,3
20.0,-68.3,165.0,-54.59,3
1.0,-68.8,166.657,-56.36,3
1.0,-69.56,167.0,-67.8,3
6465.6652904941,-59.985789612709716,139.48916190485903,27.971420198903655,3
249586.53910030363,-53.326070540159655,109.94929690243757,73.74199247530953,3
2865174.2918328196,-36.75175813739454,80.66759780541796,103.28915754802124,3
72767.1119368081,-60.11461306567302,138.85425687863827,28.41919148524552,3
224340.94732986702,-53.28218726007063,110.58368300048893,75.22546395246508,3
2883159.1622950397,-36.54051276815747,81.49601243441086,101.20176994871045,3
23882.158737058442,-60.50714881084432,139.52880122829617,28.737276305800098,3
303569.23308510345,-53.44777839058254,110.45655546076007,74.2598072233703,3
2890830.3437140086,-36.63335123942144,80.04834535915295,101.34354658159619,3
18994.50540491538,-60.38908241464242,139.38438587595127,28.063131919435435,3
247510.91926278896,-53.429492274709034,110.13150340367878,73.32144583943682,3
2867660.957210237,-36.89307947207991,80.253744292749,102.24563393952533,3
23046.73906644008,-60.254961698309906,139.15552261443426,28.188704485558684,3
292023.53054917656,-53.47067098548036,110.31343803454567,74.30188955034212,3
2900021.315081702,-36.74221491180927,80.47251664500646,102.72368143568963,3
