CFU/mL,Sensor2,Sensor1,Sensor3,label
30500000.0,70.734,-68.02,52.47,1
3050000.0,50.162,-95.7,32.63,1
305000.0,-8.39,-99.96,-10.41,1
30500.0,-18.7,-107.42,-23.93,1
3050.0,-19.62,-109.94,-27.24,1
700.0,-20.62,-112.206,-31.24,1
80.0,-25.25,-115.18,-36.27,1
10.0,-35.58,-128.55,-54.39,1
1.0,-50.57,-150.23,-64.37,1
1.0,-65.5,-183.78,-68.34,1
275085.1000997744,0.0,-100.10785799627908,0.0,1
2767783.3563163355,51.09664815568737,-95.8697175715267,32.170746557350974,1
30389021.38726146,70.0143036300285,-68.21326261521783,52.358613502027026,1
554983.3352837467,0.0,-99.84979612017848,0.0,1
2963396.451130047,49.59435883752241,-95.43338748272716,32.70565410589227,1
30798039.338784933,71.80200065467623,-67.88473825369474,53.15242004974473,1
351577.816331084,0.0,-100.29576546916047,0.0,1
3154548.9212895986,49.8811883132561,-95.6028115746522,32.085553897930815,1
30768595.264520746,70.31126258402045,-67.78394530934422,52.2402227888866,1
643176.8402304517,0.0,-99.95291174862268,0.0,1
3397231.230629661,49.447989651377746,-96.20826521679386,31.67110811204126,1
30220301.409836773,70.56332080109108,-68.1292424974455,52.45112361610671,1
466132.117866301,0.0,-99.68926103761294,0.0,1
2880389.112645891,49.21146444917259,-95.24383420466438,33.353465229940916,1
30462389.077355195,71.67049778958936,-68.00618203384803,52.269312458355095,1
49200000.0,99.88,-84.64,61.648,2
4920000.0,78.77,-255.56,54.62,2
492000.0,66.63,-298.65,35.35,2
49200.0,13.0,-277.04,-4.65,2
4920.0,8.0,-261.07,-20.61,2
490.0,3.0,-252.281,-22.08,2
180.0,5.0,-255.28,-26.12,2
40.0,6.0,-161.09,-28.53,2
1.0,35.203,-137.72,-34.81,2
1.0,45.31,-131.26,-69.0,2
42824.838155206584,66.61236651865798,-297.8275759900697,35.59101902965503,2
5294267.989363492,78.94456566410713,-256.4863565801005,54.751958080437696,2
49746987.233966105,100.14721027834065,-83.23461961443932,61.75605853452436,2
0.0,66.86964724341196,-300.467601819041,35.45142930747299,2
5686331.965859456,78.4561793840753,-253.40450833115403,54.65891763727191,2
49753838.92959382,100.00539633373386,-84.1924467104301,62.04532169225118,2
430483.11605194944,66.6583822731532,-299.1175582555617,34.97623895986948,2
4496082.615267762,79.05447189015439,-253.6749377083438,54.19804701199171,2
48620249.90032038,99.9424175840764,-86.30135275862892,61.602468492375344,2
473997.4148038808,66.63732337966049,-299.56654345491853,35.630700613244926,2
4948163.17523001,78.86608582900406,-254.62622967879722,54.55101076695021,2
49622379.78357845,100.09895061150654,-85.66023316844061,61.38843920336005,2
1602193.861551684,66.4425760464032,-300.748302986844,35.14971060171234,2
4810118.755321514,78.9011365417914,-252.56054665952277,54.786316772818324,2
48822770.91861347,99.305327595219,-85.7738195211075,61.86140979067592,2
2880000.0,-36.7,80.43,102.4,3
288000.0,-53.4,109.723,73.8,3
28800.0,-60.1,139.061,28.14,3
2880.0,-62.8,161.443,25.4,3
800.0,-64.7,164.42,-36.2,3
160.0,-66.8,164.52,-56.61,3
60.0,-68.0,164.78,-54.59,3
20.0,-68.3,165.0,-54.59,3
1.0,-68.8,166.657,-56.36,3
1.0,-69.56,167.0,-67.8,3
6465.6652904941,-59.985789612709716,139.48916190485903,27.971420198903655,3
249586.53910030363,-53.326070540159655,109.94929690243757,73.74199247530953,3
2865174.2918328196,-36.75175813739454,80.66759780541796,103.28915754802124,3
72767.1119368081,-60.11461306567302,138.85425687863827,28.41919148524552,3
224340.94732986702,-53.28218726007063,110.58368300048893,75.22546395246508,3
2883159.1622950397,-36.54051276815747,81.49601243441086,101.20176994871045,3
23882.158737058442,-60.50714881084432,139.52880122829617,28.737276305800098,3
303569.23308510345,-53.44777839058254,110.45655546076007,74.2598072233703,3
2890830.3437140086,-36.63335123942144,80.04834535915295,101.34354658159619,3
18994.50540491538,-60.38908241464242,139.38438587595127,28.063131919435435,3
247510.91926278896,-53.429492274709034,110.13150340367878,73.32144583943682,3
2867660.957210237,-36.89307947207991,80.253744292749,102.24563393952533,3
23046.73906644008,-60.254961698309906,139.15552261443426,28.188704485558684,3
292023.53054917656,-53.47067098548036,110.31343803454567,74.30188955034212,3
2900021.315081702,-36.74221491180927,80.47251664500646,102.72368143568963,3
