CFU/mL,Sensor2,Sensor1,Sensor3
0.0,-65.5,-183.78,-68.34
622448.9795918367,-1.6186802721088451,-99.4673469387755,-5.432585034013606
1244897.9591836734,11.658417233560087,-98.50136054421769,4.327052154195011
1867346.93877551,24.93551473922902,-97.53537414965986,14.086689342403627
2489795.9183673467,38.212612244897954,-96.56938775510204,23.84632653061224
3112244.8979591834,50.2086485260771,-95.6372335600907,32.67498866213152
3734693.87755102,50.67513378684807,-95.00956916099774,33.12487528344671
4357142.857142856,51.141619047619045,-94.38190476190476,33.57476190476191
4979591.8367346935,51.60810430839002,-93.7542403628118,34.0246485260771
5602040.816326531,52.074589569161,-93.12657596371882,34.474535147392295
6224489.795918367,52.54107482993197,-92.49891156462586,34.92442176870748
6846938.775510203,53.007560090702945,-91.87124716553288,35.37430839002268
7469387.75510204,53.47404535147392,-91.24358276643991,35.82419501133787
8091836.734693877,53.9405306122449,-90.61591836734694,36.274081632653065
8714285.714285713,54.40701587301587,-89.98825396825397,36.72396825396825
9336734.69387755,54.873501133786846,-89.360589569161,37.173854875283446
9959183.673469387,55.33998639455782,-88.73292517006803,37.62374149659864
10581632.653061224,55.80647165532879,-88.10526077097506,38.073628117913835
11204081.632653061,56.27295691609977,-87.47759637188209,38.52351473922903
11826530.612244897,56.739442176870746,-86.84993197278912,38.973401360544216
12448979.591836734,57.20592743764172,-86.22226757369614,39.42328798185941
13071428.57142857,57.67241269841269,-85.59460317460318,39.873174603174604
13693877.551020406,58.138897959183666,-84.9669387755102,40.3230612244898
14316326.530612243,58.605383219954646,-84.33927437641724,40.77294784580499
14938775.51020408,59.07186848072562,-83.71160997732426,41.22283446712018
15561224.489795918,59.53835374149659,-83.0839455782313,41.672721088435374
16183673.469387755,60.00483900226757,-82.45628117913832,42.12260770975057
16806122.44897959,60.47132426303854,-81.82861678004535,42.572494331065755
17428571.428571425,60.93780952380952,-81.20095238095239,43.02238095238095
18051020.408163264,61.40429478458049,-80.57328798185941,43.47226757369614
18673469.3877551,61.87078004535147,-79.94562358276644,43.92215419501134
19295918.36734694,62.33726530612245,-79.31795918367347,44.37204081632653
19918367.346938774,62.80375056689342,-78.6902947845805,44.82192743764172
20540816.32653061,63.27023582766439,-78.06263038548752,45.27181405895691
21163265.30612245,63.73672108843537,-77.43496598639456,45.72170068027211
21785714.285714284,64.20320634920634,-76.8073015873016,46.1715873015873
22408163.265306123,64.66969160997732,-76.17963718820862,46.621473922902496
23030612.244897958,65.1361768707483,-75.55197278911564,47.07136054421768
23653061.224489793,65.60266213151927,-74.92430839002267,47.52124716553288
24275510.204081632,66.06914739229025,-74.29664399092971,47.97113378684807
24897959.183673467,66.53563265306121,-73.66897959183673,48.421020408163265
25520408.163265303,67.0021179138322,-73.04131519274377,48.87090702947846
26142857.14285714,67.46860317460317,-72.41365079365079,49.32079365079365
26765306.122448977,67.93508843537414,-71.78598639455782,49.77068027210884
27387755.102040812,68.40157369614512,-71.15832199546486,50.220566893424035
28010204.08163265,68.86805895691609,-70.53065759637188,50.67045351473923
28632653.061224487,69.33454421768707,-69.9029931972789,51.12034013605442
29255102.040816326,69.80102947845805,-69.27532879818594,51.57022675736961
29877551.02040816,70.26751473922901,-68.64766439909297,52.020113378684805
30500000.0,70.734,-68.02,52.47
