CFU/mL,Sensor1,Sensor2,Sensor3
30446491.228070177,-68.07395711500975,70.69389863547758,52.431325536062374
30392982.45614035,-68.12791423001948,70.65379727095517,52.39265107212476
30339473.684210528,-68.18187134502924,70.61369590643274,52.35397660818713
30285964.9122807,-68.23582846003899,70.57359454191032,52.315302144249515
30232456.14035088,-68.28978557504873,70.53349317738791,52.27662768031189
30178947.36842105,-68.34374269005848,70.4933918128655,52.237953216374265
30125438.59649123,-68.39769980506823,70.45329044834307,52.19927875243665
30071929.824561402,-68.45165692007797,70.41318908382065,52.16060428849902
30018421.05263158,-68.50561403508772,70.37308771929824,52.121929824561406
29964912.280701753,-68.55957115009747,70.33298635477583,52.08325536062378
29911403.50877193,-68.6135282651072,70.29288499025341,52.044580896686156
29857894.736842103,-68.66748538011696,70.25278362573098,52.00590643274854
29804385.96491228,-68.7214424951267,70.21268226120857,51.967231968810914
29750877.192982458,-68.77539961013645,70.17258089668616,51.9285575048733
29697368.42105263,-68.8293567251462,70.13247953216374,51.88988304093567
29643859.649122808,-68.88331384015594,70.09237816764131,51.85120857699805
29590350.87719298,-68.93727095516569,70.0522768031189,51.81253411306043
29536842.10526316,-68.99122807017544,70.01217543859649,51.773859649122805
29483333.333333332,-69.04518518518518,69.97207407407407,51.73518518518519
29429824.56140351,-69.09914230019493,69.93197270955166,51.69651072124756
29376315.789473683,-69.15309941520468,69.89187134502923,51.65783625730994
29322807.01754386,-69.20705653021442,69.85176998050682,51.61916179337232
29269298.245614037,-69.26101364522417,69.8116686159844,51.580487329434696
29215789.47368421,-69.31497076023392,69.77156725146199,51.54181286549708
29162280.701754387,-69.36892787524366,69.73146588693956,51.503138401559454
29108771.92982456,-69.42288499025341,69.69136452241715,51.46446393762183
29055263.157894738,-69.47684210526316,69.65126315789473,51.42578947368421
29001754.38596491,-69.5307992202729,69.61116179337232,51.38711500974659
28948245.61403509,-69.58475633528265,69.5710604288499,51.34844054580896
28894736.842105262,-69.6387134502924,69.53095906432748,51.309766081871345
28841228.07017544,-69.69267056530214,69.49085769980506,51.27109161793372
28787719.298245613,-69.74662768031189,69.45075633528265,51.2324171539961
28734210.52631579,-69.80058479532164,69.41065497076023,51.19374269005848
28680701.754385963,-69.85454191033138,69.3705536062378,51.155068226120854
28627192.98245614,-69.90849902534113,69.33045224171539,51.116393762183236
28573684.210526317,-69.96245614035087,69.29035087719298,51.07771929824561
28520175.43859649,-70.01641325536062,69.25024951267056,51.039044834307994
28466666.666666668,-70.07037037037037,69.21014814814815,51.00037037037037
28413157.89473684,-70.1243274853801,69.17004678362572,50.961695906432745
28359649.12280702,-70.17828460038986,69.12994541910331,50.92302144249513
28306140.350877192,-70.23224171539961,69.0898440545809,50.8843469785575
28252631.57894737,-70.28619883040935,69.04974269005848,50.845672514619885
28199122.807017542,-70.3401559454191,69.00964132553605,50.80699805068226
28145614.03508772,-70.39411306042885,68.96953996101364,50.768323586744636
28092105.263157893,-70.44807017543859,68.92943859649122,50.72964912280702
28038596.49122807,-70.50202729044834,68.88933723196881,50.69097465886939
27985087.719298244,-70.55598440545809,68.8492358674464,50.652300194931776
27931578.94736842,-70.60994152046783,68.80913450292397,50.61362573099415
27878070.175438598,-70.66389863547758,68.76903313840155,50.57495126705653
