CFU/mL,Sensor2,Sensor1,Sensor3
1.0,-65.5,-183.78,-68.34
1.0,-50.57,-150.23,-64.37
4.795722315733388,-43.34017459222363,-140.0126070788852,-59.275706261234426
4.877674356931857,-43.65877496742084,-139.31582848859605,-59.13278737348101
5.027802634307747,-42.51891137052609,-138.48478838391907,-59.43923599230466
5.164574862545658,-42.71789482574121,-138.11391899293693,-60.22005642155649
5.2811563305625535,-43.63505972002275,-140.53266320988115,-60.640271304811804
5.351830947225959,-41.86280183138291,-138.5655608185652,-59.67575016648584
5.499271244538407,-42.40459652836547,-141.4437740634843,-59.31707103154523
5.625330717877392,-43.426205042321115,-142.11980557116618,-58.89986799424711
6.062138740619005,-43.86496719064443,-138.24145103480777,-59.39368932065822
6.217647205142367,-42.150298390084174,-138.89245387581713,-59.447317332842836
10.0,-35.58,-128.55,-54.39
40.49303595386881,-30.132216259652058,-122.36866548373273,-46.36152697118803
43.174910871373605,-30.268456110327246,-122.00020289917079,-44.988655599448535
44.10940269153498,-29.316681106574762,-121.74269437120644,-44.4904096202405
44.17758343454458,-30.69531394843646,-122.29372604819783,-46.15375890448712
44.83590671018842,-30.812852427188666,-120.94333811957681,-45.48759647902555
45.05805712744956,-29.983868241529393,-122.1647649108577,-45.11234050417891
45.50371744974085,-29.394277211918727,-121.8841772888426,-45.315856616994004
46.64927348755111,-30.61890191442038,-122.54459257079402,-44.76725560042189
46.80232284181354,-30.931899950021705,-122.06957426537664,-45.846849336568845
49.10602378471852,-30.948849575232494,-122.06058631697503,-45.47827679762712
80.0,-25.25,-115.18,-36.27
334.38606228069995,-23.023127830200153,-113.64604687801508,-33.74668671812427
348.6326455933671,-22.85416693949581,-113.51081112089872,-34.213493634623426
369.88971877895943,-22.891212532967515,-113.83965553709817,-34.082306290998545
370.3127211800306,-22.87491261943026,-113.71647714197786,-33.615816363028166
381.481761058329,-22.864567576316013,-113.7634264771896,-33.71146673343734
387.74491786305043,-23.2712804484452,-113.72067423615181,-34.372154719934116
393.0693972742264,-22.75655100657969,-113.71451246516342,-33.94028815249602
413.5786233160542,-23.1675450694158,-113.60396804267424,-33.64466142807512
432.782168710038,-22.881163393871304,-113.78238751967989,-33.87939728089292
451.5834759058501,-22.711878527224595,-114.00655461343389,-33.70843837844026
700.0,-20.62,-112.206,-31.24
1685.4841809171137,-20.04967233149916,-111.23453680344095,-29.355666218413695
1762.8434530234267,-20.130205642174495,-111.1061085314973,-28.99913451854099
