CFU/mL,Sensor2,Sensor1,Sensor3
1.0,45.31,-131.26,-69.0
1.0,35.203,-137.72,-34.81
12.913221540606784,18.297540087855076,-149.83920777577035,-31.178851596491413
15.539047416424587,19.64905666120934,-149.4474891194083,-31.519253818870986
17.798845910493732,24.42890779594697,-146.82194829926425,-31.710675237443663
19.459005702700527,26.946234624637054,-148.0453124753008,-31.6855857234194
19.78092320236895,13.167674148680321,-149.26324638339682,-29.923487625647777
21.663493539465403,20.76902875336642,-148.43191961920522,-32.84332495240664
21.993388587052785,20.74946128038251,-151.67520661051154,-30.15883769271984
23.28819995814264,19.037366250509614,-152.18262504899266,-32.00081875126574
26.439254804855267,24.979681179669786,-153.38257541654633,-31.123135068569553
29.674147045207352,16.641325099532942,-155.07354155507784,-31.849315333823636
40.0,6.0,-161.09,-28.53
60.33786309735819,5.605723757715549,-242.5016320010873,-26.591394445799555
71.15393583276877,5.414779454466176,-187.10901003820263,-26.968156444486567
88.54291413101492,5.5399828031869545,-188.80534054811588,-26.979546847893033
93.26305821144635,5.437952029395605,-221.00641531408738,-27.876747746232052
94.80710515319251,5.501188155820052,-191.39427709021584,-27.12151716790858
96.86602134738521,5.699546461992222,-209.16680906854089,-27.425825654970563
108.00717795513972,5.27543674465212,-215.7653531834134,-27.58628547837687
110.87620300284475,5.40176542345754,-217.75688784792877,-27.583927331613157
123.99566190594585,5.232092621413629,-192.9609810808269,-27.362445744105795
137.41740549944393,5.547258274439928,-192.81632384755608,-27.302987048378
180.0,5.0,-255.28,-26.12
270.2428895320543,4.188356697058613,-253.64150145528666,-23.905097948114772
272.8160626046609,4.010248571432547,-253.87049649177368,-24.127966419551544
297.89088436814507,3.7196336722628427,-253.97102130565628,-23.32939436423175
311.6726249017356,4.202290569610731,-254.15227872332306,-23.694489337203404
316.7820535993276,4.459436499993733,-253.6867602093238,-24.069754641677314
343.57588643249557,4.007604657174574,-253.29194179288405,-24.370740568052724
358.0690156812974,3.7509964918306324,-253.19571023083157,-24.292820334341634
367.6162212648986,4.1596005376880605,-253.27215902403057,-23.932248014700725
374.7138943232002,4.092985927639421,-253.50529598508115,-24.78307507142922
420.53129169688896,4.495180568474233,-254.09616184616138,-25.580280176635206
490.0,3.0,-252.281,-22.08
2155.272689057877,6.110841126495811,-256.0938021937256,-21.554421730849835
2254.617875487473,4.68202740541989,-256.2380579390912,-21.436066752553877
2466.607585588303,5.582142737668412,-256.8694187844915,-21.303548205097243
2509.5034323307245,6.72816902409529,-255.25936387792817,-21.70827806042426
2680.3244295026184,5.537034822569288,-256.36751357985554,-21.316804337200686
2745.786355927726,4.773263077309052,-258.86033431964154,-21.07501048705959
2853.290749856514,5.355305516207865,-255.54883303383716,-21.11307539185218
2854.902566743276,5.444249808646781,-256.51603382783054,-21.825273996971106
2885.1752688118313,6.3731279115798705,-256.49367431690234,-21.318262531476215
3085.7768147336187,6.043800700505596,-257.2540007543913,-21.15716933253192
4920.0,8.0,-261.07,-20.61
18944.340300626987,11.03335595196468,-267.26444680236074,-13.424273643729736
