CFU/mL,Sensor2,Sensor1,Sensor3
1.0,-69.56,167.0,-67.8
1.0,-68.8,166.657,-56.36
7.853039178618628,-68.52186716704078,165.744732641727,-55.56645654247822
8.813461533510143,-68.51797290685201,165.79903709219715,-55.51112142190307
8.991615663595985,-68.54976906261648,165.91605346402426,-55.44832246059891
9.677134200973835,-68.63424446295643,165.63076411349826,-55.566957973179946
9.723443227190264,-68.59480359760029,165.82696408956244,-55.319230102088675
11.359188726316914,-68.49524188206378,166.28345337502728,-55.697521018868144
11.362100681859557,-68.5901592662629,165.66696860256738,-55.908904965324375
11.759721488936759,-68.53578666412136,166.15963146278207,-55.55291510019342
11.956046131332466,-68.44801716180957,165.9179565242557,-55.32428110613859
12.65944001851693,-68.62151853790887,165.82733730400477,-55.57132641187514
20.0,-68.3,165.0,-54.59
35.40223857517788,-68.156254963056,164.87941524941644,-54.59
36.24734788832874,-68.20222570753667,164.92791224814974,-54.59
37.925999453174946,-68.1194915959648,164.8566039373384,-54.59
38.11924371764286,-68.17580370123024,164.95220458642393,-54.59
39.08386965523873,-68.13016958984029,164.90435433964203,-54.59
42.00423031140369,-68.1412027402295,164.89778655294555,-54.59
42.10328031017276,-68.08696974876102,164.8714404619293,-54.59
42.59815938452785,-68.1695190587616,164.89505205828144,-54.59
49.930440918801715,-68.11716476331104,164.8450188172032,-54.59
53.158835146082396,-68.21199995181487,164.88165929320633,-54.59
60.0,-68.0,164.78,-54.59
92.25480475487895,-67.4041662492405,164.6171621509647,-55.328388741834
96.83931006863477,-67.40001867570975,164.71121348401496,-55.301647619420514
99.6749445421592,-67.53998745011556,164.573499880328,-55.76042278030591
101.67461963549704,-67.3235824727908,164.62178734928057,-55.697384708366926
107.28694959118813,-67.45949043272192,164.63412105856193,-55.586148955694526
107.58940821097488,-67.21658362782809,164.61658444302276,-55.492571470727285
108.87027654225943,-67.34503764236433,164.63699118243662,-56.081349102023836
110.38227648174932,-67.36986473512472,164.64213948756571,-55.948156440072026
114.31470709562119,-67.1870522961332,164.6656258304806,-55.68592779996542
144.29739986998837,-67.27906733597972,164.66997715037448,-55.89900608103929
160.0,-66.8,164.52,-56.61
342.6007416679573,-65.75337908666117,164.483723602425,-43.60191317105287
353.28022571115054,-65.71115380330845,164.47320276048424,-44.430208062114865
372.60068985675514,-65.49962327681095,164.49945964903347,-51.14254238139635
